Illumina Library,Note,Library Creation Attempt,Nucleic Acid ID,Library Plate Container Barcode,Container Type,Well,Library Plate Label,Index Name,Final Aliquot Mass (ng),Library Concentration (ng/ul),Library Template Size (bp),Library Molarity QC (pM),Library Volume (ul),Number PCR Cycles,Library QC Result,Failure Mode,Complete
Lib_438,,,NA00656550,27-999999,Plate,C18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_439,,,NA00656551,27-999999,Plate,D18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_440,,,NA00656552,27-999999,Plate,E18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_441,,,NA00656553,27-999999,Plate,F18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_442,,,NA00656554,27-999999,Plate,G18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_443,,,NA00656555,27-999999,Plate,H18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_444,,,NA00656556,27-999999,Plate,I18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_445,,,NA00656557,27-999999,Plate,J18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_446,,,NA00656558,27-999999,Plate,K18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_447,,,NA00656559,27-999999,Plate,L18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_448,,,NA00656560,27-999999,Plate,M18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_449,,,NA00656561,27-999999,Plate,N18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_450,,,NA00656562,27-999999,Plate,O18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_451,,,NA00656563,27-999999,Plate,P18,XUPVQ-6,,250,,,,,,,,FALSE
Lib_452,,,NA00656564,27-999999,Plate,A19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_453,,,NA00656565,27-999999,Plate,B19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_454,,,NA00656566,27-999999,Plate,C19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_455,,,NA00656567,27-999999,Plate,D19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_456,,,NA00656568,27-999999,Plate,E19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_457,,,NA00656569,27-999999,Plate,F19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_458,,,NA00656570,27-999999,Plate,G19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_459,,,NA00656571,27-999999,Plate,H19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_460,,,NA00656572,27-999999,Plate,I19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_461,,,NA00656573,27-999999,Plate,J19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_462,,,NA00656574,27-999999,Plate,K19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_463,,,NA00656575,27-999999,Plate,L19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_464,,,NA00656576,27-999999,Plate,M19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_465,,,NA00656577,27-999999,Plate,N19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_466,,,NA00656578,27-999999,Plate,O19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_467,,,NA00656579,27-999999,Plate,P19,XUPVQ-6,,250,,,,,,,,FALSE
Lib_468,,,NA00656580,27-999999,Plate,A20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_469,,,NA00656581,27-999999,Plate,B20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_470,,,NA00656582,27-999999,Plate,C20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_471,,,NA00656583,27-999999,Plate,D20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_472,,,NA00656584,27-999999,Plate,E20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_473,,,NA00656585,27-999999,Plate,F20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_474,,,NA00656586,27-999999,Plate,G20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_475,,,NA00656587,27-999999,Plate,H20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_476,,,NA00656588,27-999999,Plate,I20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_477,,,NA00656589,27-999999,Plate,J20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_478,,,NA00656590,27-999999,Plate,K20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_479,,,NA00656591,27-999999,Plate,L20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_480,,,NA00656592,27-999999,Plate,M20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_481,,,NA00656593,27-999999,Plate,N20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_482,,,NA00656594,27-999999,Plate,O20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_483,,,NA00656595,27-999999,Plate,P20,XUPVQ-6,,250,,,,,,,,FALSE
Lib_484,,,NA00656596,27-999999,Plate,A21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_485,,,NA00656597,27-999999,Plate,B21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_486,,,NA00656598,27-999999,Plate,C21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_487,,,NA00656599,27-999999,Plate,D21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_488,,,NA00656600,27-999999,Plate,E21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_489,,,NA00656601,27-999999,Plate,F21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_490,,,NA00656602,27-999999,Plate,G21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_491,,,NA00656603,27-999999,Plate,H21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_492,,,NA00656604,27-999999,Plate,I21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_493,,,NA00656605,27-999999,Plate,J21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_494,,,NA00656606,27-999999,Plate,K21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_495,,,NA00656607,27-999999,Plate,L21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_496,,,NA00656608,27-999999,Plate,M21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_497,,,NA00656609,27-999999,Plate,N21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_498,,,NA00656610,27-999999,Plate,O21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_499,,,NA00656611,27-999999,Plate,P21,XUPVQ-6,,250,,,,,,,,FALSE
Lib_500,,,NA00656612,27-999999,Plate,A22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_501,,,NA00656613,27-999999,Plate,B22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_502,,,NA00656614,27-999999,Plate,C22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_503,,,NA00656615,27-999999,Plate,D22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_504,,,NA00656616,27-999999,Plate,E22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_505,,,NA00656617,27-999999,Plate,F22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_506,,,NA00656618,27-999999,Plate,G22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_507,,,NA00656619,27-999999,Plate,H22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_508,,,NA00656620,27-999999,Plate,I22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_509,,,NA00656621,27-999999,Plate,J22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_510,,,NA00656622,27-999999,Plate,K22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_511,,,NA00656623,27-999999,Plate,L22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_512,,,NA00656624,27-999999,Plate,M22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_513,,,NA00656625,27-999999,Plate,N22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_514,,,NA00656626,27-999999,Plate,O22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_515,,,NA00656627,27-999999,Plate,P22,XUPVQ-6,,250,,,,,,,,FALSE
Lib_516,,,NA00656628,27-999999,Plate,A23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_517,,,NA00656629,27-999999,Plate,B23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_518,,,NA00656630,27-999999,Plate,C23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_519,,,NA00656631,27-999999,Plate,D23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_520,,,NA00656632,27-999999,Plate,E23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_521,,,NA00656633,27-999999,Plate,F23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_522,,,NA00656634,27-999999,Plate,G23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_523,,,NA00656635,27-999999,Plate,H23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_524,,,NA00656636,27-999999,Plate,I23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_525,,,NA00656637,27-999999,Plate,J23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_526,,,NA00656638,27-999999,Plate,K23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_527,,,NA00656639,27-999999,Plate,L23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_528,,,NA00656640,27-999999,Plate,M23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_529,,,NA00656641,27-999999,Plate,N23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_530,,,NA00656642,27-999999,Plate,O23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_531,,,NA00656643,27-999999,Plate,P23,XUPVQ-6,,250,,,,,,,,FALSE
Lib_532,,,NA00656644,27-999999,Plate,A24,XUPVQ-6,,250,,,,,,,,FALSE
Lib_533,,,NA00656645,27-999999,Plate,B24,XUPVQ-6,,250,,,,,,,,FALSE
Lib_534,,,NA00656646,27-999999,Plate,C24,XUPVQ-6,,250,,,,,,,,FALSE
Lib_535,,,NA00656647,27-999999,Plate,D24,XUPVQ-6,,250,,,,,,,,FALSE
Lib_536,,,NA00656648,27-999999,Plate,E24,XUPVQ-6,,250,,,,,,,,FALSE
Lib_537,,,NA00656649,27-999999,Plate,F24,XUPVQ-6,,250,,,,,,,,FALSE
Lib_538,,,NA00656650,27-999999,Plate,G24,XUPVQ-6,,250,,,,,,,,FALSE
Lib_539,,,NA00656651,27-999999,Plate,H24,XUPVQ-6,,250,,,,,,,,FALSE
